10000,from,to,weight
5017,2114,6362,2.69
5018,9962,5201,3.26
5019,5694,6900,4.42
5020,2607,6252,14.33
5021,1050,9218,8.85
5022,9839,8073,12.4
5023,4806,8622,9.98
5024,9524,9657,17.58
5025,3725,4412,16.69
5026,4352,5765,12.52
5027,7967,2415,10.71
5028,4422,7835,10.58
5029,2499,912,1.1
5030,684,5460,8.93
5031,1722,5166,1.21
5032,6947,1892,9.26
5033,6461,637,3.68
5034,8181,3023,20.42
5035,5426,6860,9.61
5036,9998,8022,7.37
5037,3597,6944,7.67
5038,7652,340,1.86
5039,6778,6518,3.61
5040,7182,2832,18.15
5041,1439,9005,13.71
5042,1989,2839,5.67
5043,5554,2165,2.24
5044,2965,9542,4.71
5045,9265,5905,0.74
5046,1091,4032,5.74
5047,6733,9619,7.47
5048,1719,3252,9.61
5049,7820,783,3.95
5050,8601,8415,17.63
5051,2636,7841,4.7
5052,9709,3895,8.19
5053,8363,3101,8.36
5054,9739,682,2.5
5055,7140,1995,0.19
5056,4261,1925,11.63
5057,3323,3936,1.05
5058,5675,2192,1.44
5059,1458,369,15.92
5060,1194,7823,12.93
5061,3301,9392,5.12
5062,1163,4877,12.8
5063,2281,5358,7.57
5064,7013,7304,13.51
5065,2792,5080,13.53
5066,8131,7036,1.01
5067,3858,4245,3.97
5068,7709,8977,10.32
5069,8875,9874,20.65
5070,1677,625,23.59
5071,6199,9993,11.52
5072,2971,2952,13.94
5073,6884,9947,21.13
5074,8101,3328,4.98
5075,5832,4132,15.19
5076,582,6493,0.83
5077,9011,760,5.15
5078,4590,7583,2.45
5079,3248,5028,14.6
5080,9388,9920,0.02
5081,4920,4186,8.4
5082,9307,9449,0.88
5083,3090,6381,4.41
5084,1662,4375,18.37
5085,4996,5083,14.84
5086,3306,1246,2.93
5087,9830,3353,4.31
5088,7644,3037,13.02
5089,2221,2441,12.65
5090,7875,1936,3.73
5091,5282,7521,3.47
5092,6959,2031,0.8
5093,6323,8900,1.01
5094,1672,4125,14.92
5095,8633,7967,10.94
5096,1562,2360,21.77
5097,4739,4549,28.58
5098,9340,5632,9.25
5099,8787,1176,1.96
5100,847,2680,12.42
5101,4906,1245,6.28
5102,9302,1348,14.54
5103,3272,494,7.42
5104,392,3430,7.62
5105,9261,4467,5.04
5106,2179,3327,8.41
5107,7902,2349,10.17
5108,4015,7891,5.72
5109,2774,4212,3.4
5110,2566,6539,1.31
5111,6595,7103,5.56
5112,8796,4759,1.71
5113,3691,8101,0.15
5114,2871,2663,0.86
5115,4699,4940,4.95
5116,1263,2594,6.43
5117,1657,111,5.82
5118,4662,3470,6.39
5119,7480,5600,3.91
5120,2348,106,6.1
5121,7096,6915,4.18
5122,1198,2439,2.25
5123,6931,2273,11.53
5124,2441,706,0.41
5125,3165,8414,5.43
5126,7627,1752,8.5
5127,475,1801,0.07
5128,95,4333,1.1
5129,1947,5795,4.93
5130,9697,8399,7.47
5131,5856,3836,1.84
5132,472,6156,2.89
5133,3704,6981,4.57
5134,6457,8868,3.82
5135,246,2592,16.2
5136,6694,1422,2.0
5137,6947,8233,8.94
5138,8587,9804,3.14
5139,5621,2220,4.32
5140,5772,7009,15.51
5141,387,5778,9.52
5142,2082,7016,2.06
5143,8506,4746,7.76
5144,5865,2840,9.0
5145,8566,7849,10.6
5146,1375,8679,7.41
5147,3142,6584,12.52
5148,4263,3368,25.76
5149,9568,1471,1.01
5150,1682,2337,2.97
5151,9760,8985,3.07
5152,5339,1371,13.82
5153,9633,8244,7.77
5154,4465,2028,5.58
5155,4484,6762,28.54
5156,9643,752,7.58
5157,1342,7154,2.52
5158,7154,3976,23.37
5159,9480,3736,4.68
5160,8646,5077,3.46
5161,7551,5750,6.29
5162,1835,5895,20.03
5163,9198,9073,10.67
5164,7366,6246,2.9
5165,3304,2371,2.81
5166,9491,2373,4.78
5167,6641,591,2.2
5168,8461,4036,5.55
5169,7547,7549,5.24
5170,5166,983,2.2
5171,9418,809,5.23
5172,8655,9124,5.25
5173,3453,9645,4.76
5174,6070,9735,6.06
5175,6754,8030,14.3
5176,7376,1535,0.49
5177,3898,2495,5.49
5178,8673,4739,5.24
5179,3291,7455,5.72
5180,271,5435,2.59
5181,5680,2621,9.25
5182,3780,5322,6.23
5183,5687,549,2.51
5184,4041,8004,28.97
5185,9987,4728,2.01
5186,5777,4533,0.04
5187,7056,4283,0.22
5188,6768,3952,4.64
5189,7151,2619,11.81
5190,7036,2133,21.4
5191,4279,4445,11.62
5192,8524,688,6.58
5193,5794,7682,2.53
5194,593,2237,5.52
5195,9219,1068,4.37
5196,2840,444,6.31
5197,7934,9280,12.84
5198,3893,266,17.43
5199,350,6166,4.16
5200,20,3411,7.51
5201,113,673,8.85
5202,5845,9,0.9
5203,1830,6695,17.59
5204,1208,200,10.32
5205,8340,3786,9.29
5206,1975,7869,2.06
5207,6869,6807,24.33
5208,1227,7406,1.62
5209,6539,3468,8.41
5210,6755,3813,25.73
5211,3490,261,11.64
5212,353,7760,7.42
5213,3210,1175,2.28
5214,3406,1361,2.4
5215,2082,648,2.17
5216,3301,2779,3.42
5217,9641,3942,2.75
5218,2449,3895,2.95
5219,8046,6945,2.48
5220,6413,8875,4.59
5221,9342,7322,7.03
5222,63,4055,1.41
5223,1072,4124,9.16
5224,2552,8484,5.03
5225,7435,6096,14.73
5226,8883,7017,12.99
5227,5218,4110,6.67
5228,7666,8670,6.81
5229,4713,3610,22.35
5230,2462,4203,2.58
5231,6021,2587,17.99
5232,345,7472,9.14
5233,9739,6583,13.51
5234,843,7322,2.49
5235,941,1560,8.79
5236,408,2488,18.46
5237,9992,6791,5.78
5238,191,5464,6.53
5239,7254,1602,8.15
5240,7720,7766,7.79
5241,8966,18,5.1
5242,9031,3508,4.54
5243,6179,8016,3.29
5244,5242,733,12.31
5245,3134,1719,4.45
5246,3809,3073,9.83
5247,3121,7777,23.87
5248,7133,8020,6.95
5249,1506,4451,6.71
5250,8279,2194,6.38
5251,9603,4520,0.96
5252,7840,9366,8.06
5253,623,5974,8.26
5254,869,1285,7.45
5255,6761,1885,22.65
5256,2754,2064,20.77
5257,7116,3524,0.29
5258,6015,9561,5.75
5259,6093,318,5.47
5260,6155,5478,16.61
5261,460,7695,1.69
5262,9476,6246,23.03
5263,5210,930,4.43
5264,7747,4726,2.93
5265,2817,5067,4.99
5266,4227,3703,23.96
5267,720,9954,16.1
5268,4073,159,5.96
5269,600,8822,9.24
5270,7354,2101,1.81
5271,9443,8261,15.81
5272,4045,7987,4.25
5273,6010,7258,5.99
5274,592,5213,17.14
5275,4746,173,15.26
5276,7059,3810,1.22
5277,885,7387,1.16
5278,4944,1332,6.17
5279,1424,5149,0.37
5280,5715,8021,23.47
5281,3968,2274,4.94
5282,6286,1011,2.14
5283,7656,683,6.98
5284,1937,2274,25.65
5285,9071,5719,9.03
5286,274,3974,10.58
5287,1178,8130,1.64
5288,6835,4314,3.65
5289,5027,8229,6.13
5290,1072,8412,11.21
5291,9007,320,1.68
5292,1651,2223,7.85
5293,3024,1437,5.56
5294,2344,1618,7.6
5295,1559,6192,1.2
5296,2296,5126,17.66
5297,9766,3198,5.67
5298,6105,8423,1.13
5299,5821,9235,5.47
5300,4823,2373,11.89
5301,6554,5066,3.84
5302,9618,5558,10.04
5303,7595,347,1.21
5304,8155,8783,5.25
5305,9758,3175,7.46
5306,1160,5725,6.79
5307,2563,1520,1.17
5308,9064,6214,6.32
5309,7575,6770,17.54
5310,554,9520,10.73
5311,9775,7647,0.71
5312,8595,7390,0.8
5313,5949,2942,10.36
5314,6672,2839,21.76
5315,7080,1780,3.25
5316,7212,9585,2.42
5317,24,677,10.76
5318,6399,9563,7.31
5319,6236,6093,1.82
5320,7383,4314,14.67
5321,4941,2099,4.61
5322,6248,2141,7.05
5323,3855,2387,12.01
5324,1918,215,3.45
5325,2642,4456,11.75
5326,5826,3505,5.05
5327,4919,7268,2.67
5328,3623,8633,2.0
5329,7687,5971,16.86
5330,2825,4981,9.69
5331,7403,3693,9.06
5332,3330,2707,13.1
5333,2301,292,2.38
5334,5948,1699,6.69
5335,2179,2865,9.14
5336,2082,1140,6.05
5337,4080,9642,21.35
5338,3266,1763,2.59
5339,9043,8772,1.91
5340,8593,9735,3.02
5341,8974,1190,0.89
5342,6731,2050,0.94
5343,6045,7058,10.94
5344,9841,9107,3.34
5345,8554,64,7.36
5346,1768,5991,10.94
5347,887,5110,14.95
5348,325,975,3.23
5349,7325,6971,10.14
5350,2214,8001,4.8
5351,6026,9507,15.34
5352,8722,5800,9.81
5353,2150,7888,3.93
5354,17,1945,7.33
5355,2163,530,6.57
5356,5437,6453,9.85
5357,6318,3568,22.57
5358,9746,7363,2.88
5359,7026,2231,11.64
5360,9110,6668,6.13
5361,8968,3653,5.4
5362,5866,639,1.42
5363,8910,2690,7.55
5364,3845,8981,3.03
5365,9251,3079,12.02
5366,2128,4379,5.66
5367,9706,4936,17.63
5368,9108,3547,18.17
5369,1674,534,0.79
5370,340,3716,9.25
5371,3251,6749,13.89
5372,7336,8244,16.23
5373,3415,9378,4.6
5374,3802,3339,13.77
5375,6245,807,0.78
5376,148,63,4.14
5377,3998,4844,3.29
5378,1538,3104,19.69
5379,8833,5887,16.56
5380,308,8262,9.87
5381,4697,2966,11.76
5382,675,5876,10.11
5383,4014,5164,6.42
5384,7273,8012,7.45
5385,2377,2266,6.07
5386,3402,3622,10.53
5387,8162,8884,1.27
5388,9634,6275,3.63
5389,4293,1681,2.94
5390,5538,4795,1.28
5391,5448,1517,16.37
5392,6033,1542,3.66
5393,4778,9959,2.47
5394,4560,4670,0.8
5395,5614,1844,9.79
5396,8045,1970,16.52
5397,9992,4171,16.34
5398,2953,4560,3.18
5399,2104,4356,12.46
5400,3290,7297,0.43
5401,1484,7059,3.17
5402,6940,9171,5.02
5403,7929,4889,5.22
5404,7776,9684,17.03
5405,4927,1802,14.84
5406,4959,3384,11.34
5407,4183,4213,7.25
5408,4290,6800,7.11
5409,1851,2312,8.71
5410,9114,3659,26.9
5411,3902,3335,6.99
5412,2947,1904,0.3
5413,5118,7830,13.93
5414,2203,7591,3.49
5415,2809,2753,7.67
5416,6186,860,2.47
5417,7039,8371,7.22
5418,1899,3879,13.4
5419,2653,9103,15.28
5420,7444,1632,0.14
5421,7934,4363,0.04
5422,1028,3836,7.07
5423,3830,8265,2.35
5424,6743,8954,10.5
5425,3615,321,11.66
5426,2074,4430,8.05
5427,3827,8814,8.95
5428,7310,1119,8.35
5429,5701,1913,1.19
5430,6504,134,4.1
5431,1483,9714,21.85
5432,6563,1836,3.05
5433,5233,5640,0.44
5434,2962,6861,5.97
5435,4928,4002,7.46
5436,8947,9487,7.63
5437,8928,5500,14.72
5438,5873,1044,12.24
5439,30,8690,1.03
5440,3939,6030,0.37
5441,3058,674,4.49
5442,1565,10,4.46
5443,9799,369,1.51
5444,3388,1902,7.47
5445,9953,2222,8.56
5446,9680,9711,4.34
5447,345,2380,0.56
5448,9428,1420,9.17
5449,1630,9414,0.37
5450,1901,2646,7.67
5451,3906,2287,2.55
5452,7334,5528,6.72
5453,1707,4169,2.87
5454,8524,5915,3.13
5455,6986,2690,0.46
5456,1797,8656,7.46
5457,3329,9784,10.69
5458,5475,4897,8.82
5459,8825,6203,6.13
5460,916,6566,9.78
5461,6441,4647,5.28
5462,5637,8935,2.75
5463,2810,861,8.25
5464,5114,7509,0.48
5465,8776,851,2.37
5466,916,5329,21.19
5467,6083,3383,3.64
5468,1929,790,6.66
5469,5597,7174,17.86
5470,8568,4471,17.12
5471,6087,8170,8.99
5472,81,9866,10.99
5473,8901,1301,12.7
5474,2071,7139,0.66
5475,5076,9729,1.62
5476,8149,7581,5.54
5477,7130,7655,6.67
5478,5453,5780,19.58
5479,8121,3003,6.73
5480,194,4740,1.85
5481,8475,9411,1.37
5482,7240,1339,14.86
5483,3175,1971,4.86
5484,2048,8755,6.64
5485,9358,8741,12.08
5486,9297,9366,3.24
5487,6834,513,3.87
5488,8367,6044,12.06
5489,76,9598,3.33
5490,9440,3076,18.78
5491,7277,9796,3.13
5492,2099,7962,29.69
5493,7840,9266,7.47
5494,6689,2059,0.23
5495,962,3385,0.76
5496,9797,9547,12.49
5497,953,6962,3.22
5498,4701,6559,23.14
5499,1446,3330,3.29
5500,4175,8910,1.22
5501,8491,8883,2.72
5502,1302,2501,9.54
5503,8201,2495,2.95
5504,1325,7456,23.19
5505,1533,7304,21.04
5506,3210,1375,9.37
5507,3046,4746,0.83
5508,5137,9254,1.02
5509,5183,9876,2.59
5510,2928,7842,27.05
5511,7898,7406,0.56
5512,2618,445,0.59
5513,1907,3615,2.16
5514,6563,5126,0.95
5515,4750,9029,20.38
5516,1443,3090,7.17
5517,6431,5964,4.7
5518,7255,1887,2.89
5519,3844,4430,1.92
5520,2510,3307,7.05
5521,62,8982,23.72
5522,4143,4823,5.44
5523,8390,4489,16.1
5524,1339,9464,5.75
5525,5919,2074,2.64
5526,4547,9463,6.33
5527,3786,1076,9.76
5528,675,7753,8.91
5529,2017,8659,0.24
5530,1501,5983,5.42
5531,4124,3018,4.1
5532,6171,5843,4.88
5533,9713,7945,1.35
5534,6872,5676,3.28
5535,5397,6102,6.99
5536,8636,1642,8.47
5537,6282,4747,10.29
5538,1012,1935,3.4
5539,3124,1409,13.33
5540,2576,8325,15.18
5541,5523,9964,6.78
5542,252,4185,12.23
5543,6353,4115,0.92
5544,367,859,8.33
5545,6306,7434,22.69
5546,5654,9922,4.05
5547,718,6874,6.63
5548,1575,4217,10.28
5549,3882,4967,3.11
5550,1981,4360,12.18
5551,7584,2245,0.24
5552,17,8991,0.72
5553,2874,5293,2.48
5554,1384,766,4.73
5555,7684,6059,9.67
5556,2564,4950,4.53
5557,7115,6745,7.57
5558,1588,2575,1.05
5559,7878,8717,3.89
5560,8225,2947,3.65
5561,1471,7618,13.42
5562,7163,7025,5.79
5563,7972,4607,4.33
5564,6915,387,13.06
5565,8450,5780,10.91
5566,4390,9035,5.12
5567,2098,60,20.18
5568,6173,43,11.86
5569,1664,7272,0.94
5570,623,3505,5.32
5571,6265,919,8.17
5572,2665,5207,6.48
5573,2313,3863,16.48
5574,8339,1741,1.7
5575,6636,3827,1.27
5576,4443,5783,18.6
5577,6216,5000,3.93
5578,6125,9374,11.07
5579,932,4329,2.08
5580,1836,5540,9.98
5581,1034,3439,13.12
5582,3266,5503,10.84
5583,8652,3622,8.66
5584,1001,6630,5.62
5585,8343,3103,14.04
5586,7614,1825,4.26
5587,8357,8967,2.56
5588,1640,4912,13.55
5589,1439,8080,10.09
5590,1425,8573,10.91
5591,307,5674,1.37
5592,4469,7565,2.21
5593,8054,8723,1.78
5594,2329,596,6.52
5595,2478,9823,2.07
5596,5035,6869,8.66
5597,2552,5045,14.3
5598,6524,4702,0.03
5599,2024,270,11.7
5600,4716,682,7.03
5601,7098,8646,8.85
5602,8224,9048,14.28
5603,3057,9797,9.9
5604,6813,4901,2.51
5605,7389,3404,9.72
5606,3761,2797,5.01
5607,1813,7416,0.28
5608,5985,3855,0.21
5609,7596,3803,5.09
5610,7640,3949,5.18
5611,8920,7137,9.0
5612,1025,6895,20.06
5613,69,5371,5.75
5614,3374,2748,23.67
5615,8930,8808,15.81
5616,1921,9614,11.3
5617,3769,3968,0.86
5618,8880,2151,7.23
5619,2987,5014,9.06
5620,948,7756,4.12
5621,3983,663,14.66
5622,7349,9064,3.65
5623,735,1657,2.69
5624,3652,5572,1.97
5625,3428,8085,5.92
5626,7635,5930,11.34
5627,5151,7270,10.88
5628,4643,2316,4.06
5629,21,7136,4.17
5630,1985,7386,18.55
5631,3169,8178,6.23
5632,8406,4484,1.72
5633,8602,8453,14.49
5634,8692,5367,3.53
5635,6465,5712,5.26
5636,4827,1785,2.14
5637,7762,8879,11.23
5638,2576,7151,4.73
5639,8712,7236,4.37
5640,9670,3771,19.98
5641,7105,7327,0.49
5642,8689,7706,10.14
5643,6344,8711,11.15
5644,7032,2375,4.36
5645,4664,5371,10.04
5646,7895,2997,2.37
5647,4375,3278,1.21
5648,7325,9694,10.6
5649,4914,8146,2.23
5650,7620,1061,7.8
5651,5063,5336,14.34
5652,8557,7351,6.31
5653,3571,8762,2.15
5654,3861,8715,0.73
5655,2992,5689,2.2
5656,4883,8627,8.14
5657,4857,4420,22.75
5658,7846,9250,6.2
5659,249,2659,0.35
5660,1133,8699,14.14
5661,6390,3820,8.22
5662,8338,394,1.09
5663,8527,7433,2.39
5664,1795,8624,0.22
5665,3269,3126,0.67
5666,6851,6938,4.9
5667,6808,5825,5.0
5668,3686,8234,5.75
5669,3730,7429,2.47
5670,8710,2920,8.99
5671,2930,6059,4.34
5672,708,1811,1.27
5673,1320,5256,9.93
5674,8323,1489,6.23
5675,2771,7541,6.39
5676,5608,8675,13.91
5677,7825,5566,18.28
5678,2865,3704,2.87
5679,7855,9285,17.05
5680,7936,6498,3.7
5681,7606,6537,3.17
5682,8724,9526,9.26
5683,7768,3105,6.66
5684,378,6346,0.48
5685,3206,3155,10.17
5686,1984,8325,15.93
5687,8468,6404,5.93
5688,2109,237,9.18
5689,9381,9211,2.32
5690,2351,4300,8.55
5691,1671,5050,15.32
5692,3076,155,11.02
5693,9684,5013,3.74
5694,3239,1782,5.96
5695,918,8198,4.95
5696,1695,7090,4.48
5697,3510,4772,10.42
5698,4725,7184,12.93
5699,5463,9904,13.78
5700,257,3458,0.86
5701,8793,5809,3.04
5702,8478,8752,1.99
5703,4170,874,12.5
5704,6377,2306,16.17
5705,9046,868,3.09
5706,9474,1802,5.77
5707,3559,3397,3.46
5708,8564,3275,5.07
5709,5339,1362,4.21
5710,4930,1367,13.58
5711,2033,5831,23.83
5712,6952,3988,25.9
5713,5791,8346,3.02
5714,2405,3415,13.94
5715,8542,9304,0.73
5716,7430,9347,15.15
5717,9848,2559,16.2
5718,1678,6508,11.75
5719,9604,1701,4.6
5720,3116,8613,13.27
5721,7582,334,4.59
5722,7834,4728,15.17
5723,4330,1987,8.58
5724,4104,3284,2.97
5725,8288,8073,6.33
5726,3770,8505,10.66
5727,8854,8033,6.88
5728,5331,8655,1.34
5729,5914,1170,9.25
5730,2611,760,2.67
5731,8089,5874,1.72
5732,593,6902,5.16
5733,3141,9187,4.51
5734,8027,228,17.5
5735,9092,1732,4.93
5736,3893,4199,19.27
5737,8211,6207,11.92
5738,3728,5629,9.52
5739,3689,8121,18.51
5740,6900,6986,3.15
5741,3566,1345,12.99
5742,5765,2425,17.3
5743,3320,4358,4.38
5744,4855,2478,4.31
5745,9074,1166,4.51
5746,6990,8038,1.71
5747,2135,2787,10.29
5748,8371,1007,1.24
5749,8549,2929,20.98
5750,6526,1352,6.02
5751,5383,7292,0.12
5752,5289,9341,3.87
5753,564,4609,1.65
5754,6418,6271,19.75
5755,6628,2739,9.87
5756,4263,3328,8.85
5757,4430,6963,14.73
5758,3919,2993,9.14
5759,771,7085,10.73
5760,2698,6591,0.46
5761,7920,2221,6.92
5762,1969,5783,11.49
5763,2640,5065,3.35
5764,1243,5584,18.99
5765,6112,8072,7.35
5766,4773,663,7.14
5767,8556,5800,7.14
5768,344,791,2.54
5769,9813,6386,0.96
5770,649,523,3.42
5771,3318,9089,6.4
5772,8953,8664,0.74
5773,9680,5784,0.64
5774,8406,5029,3.37
5775,5074,5176,1.48
5776,3369,82,14.11
5777,1939,2995,2.49
5778,545,3138,9.71
5779,9794,7985,18.63
5780,3812,6642,6.91
5781,3555,3800,32.29
5782,6208,6391,8.04
5783,595,3825,2.62
5784,1626,2911,4.06
5785,2575,8047,21.86
5786,3847,4323,1.83
5787,3504,1687,6.49
5788,1289,2590,4.34
5789,9483,3490,12.95
5790,5239,103,13.97
5791,3670,1546,4.47
5792,714,471,18.66
5793,7321,1136,0.94
5794,5109,6650,7.49
5795,8662,7134,4.18
5796,3239,2366,12.58
5797,6232,2945,4.26
5798,3510,9975,7.57
5799,5570,1694,14.57
5800,2699,7644,5.47
5801,7691,2609,6.1
5802,8236,6667,6.37
5803,1742,3386,7.85
5804,2676,1156,15.51
5805,4475,47,1.27
5806,2398,824,0.03
5807,2585,6828,0.94
5808,8942,476,1.11
5809,8679,4743,5.49
5810,7433,325,20.52
5811,3210,7732,7.39
5812,6377,6414,1.0
5813,4049,1168,23.36
5814,8434,5111,3.69
5815,6746,6814,6.49
5816,2626,8659,3.57
5817,6924,5264,6.29
5818,1012,8557,1.4
5819,5476,6331,22.1
5820,5552,9445,4.23
5821,7009,7610,8.48
5822,3805,3190,5.3
5823,9214,1148,16.2
5824,2949,6729,3.9
5825,824,9821,9.98
5826,3950,298,4.67
5827,2587,337,8.53
5828,1721,9273,15.13
5829,3628,5854,5.54
5830,3659,540,10.55
5831,2772,9398,9.13
5832,4643,8079,0.37
5833,9100,9855,0.73
5834,1924,5951,13.22
5835,330,1992,17.14
5836,4642,9656,15.52
5837,5676,6426,20.83
5838,4831,6807,9.14
5839,6142,9565,6.31
5840,9826,6896,6.95
5841,7365,5118,1.18
5842,1218,1859,9.93
5843,8364,7077,11.22
5844,560,2825,3.08
5845,9319,1508,0.37
5846,6894,137,1.29
5847,33,2913,5.8
5848,245,3165,34.42
5849,5461,7079,3.13
5850,3405,4297,8.61
5851,2877,8218,4.14
5852,1088,8980,1.94
5853,452,3179,15.5
5854,5083,2195,8.02
5855,7145,2945,11.03
5856,1870,9530,1.75
5857,5650,1239,5.8
5858,2576,8867,19.26
5859,5703,6663,5.7
5860,8470,4103,6.7
5861,3250,5508,0.66
5862,6007,2061,15.16
5863,1020,5805,8.84
5864,7097,1313,5.11
5865,4128,2593,1.76
5866,6454,5238,18.78
5867,2524,8337,29.33
5868,2555,6608,0.13
5869,6330,389,4.6
5870,8403,4924,9.43
5871,1232,4827,1.49
5872,6989,9195,2.28
5873,6119,4822,2.41
5874,5890,851,17.74
5875,4600,8619,14.34
5876,8300,3539,1.23
5877,8652,4892,2.71
5878,3249,6637,1.83
5879,1897,8709,1.59
5880,7584,9183,8.23
5881,9546,4593,23.69
5882,5899,694,6.06
5883,1915,4328,18.6
5884,5889,2740,9.22
5885,1351,2337,7.95
5886,5212,4188,9.7
5887,6250,1927,4.48
5888,7012,2346,4.06
5889,9243,4443,1.13
5890,5272,1226,14.6
5891,4343,5623,21.81
5892,538,5704,5.86
5893,8145,648,13.85
5894,5254,2604,3.85
5895,333,6578,1.94
5896,759,5074,19.8
5897,5414,9993,9.49
5898,7270,8173,9.03
5899,6991,8222,2.73
5900,5034,3410,8.11
5901,3359,6216,5.09
5902,2536,3173,10.03
5903,9788,4379,3.98
5904,2735,6780,2.09
5905,510,8886,14.51
5906,4413,6830,9.91
5907,4315,5283,9.29
5908,6268,1908,0.36
5909,1519,4119,2.02
5910,6984,2122,4.42
5911,5301,9290,14.84
5912,9045,6214,7.08
5913,6978,8630,9.08
5914,106,8019,7.37
5915,8485,3678,18.62
5916,4017,9722,4.37
5917,2080,8539,9.72
5918,4110,6997,1.39
5919,2117,6763,21.96
5920,3662,2669,4.18
5921,7153,8789,11.14
5922,470,9996,3.99
5923,3878,2635,4.94
5924,6987,6094,2.43
5925,8772,5776,1.49
5926,7916,191,23.74
5927,9151,8362,4.79
5928,4658,2807,26.11
5929,4801,1144,5.7
5930,6762,1816,3.87
5931,3965,5309,20.38
5932,4459,2556,10.54
5933,7476,3790,6.27
5934,3397,7165,2.75
5935,6350,4466,4.98
5936,1115,3875,5.95
5937,7711,3207,11.93
5938,7780,8480,2.39
5939,5823,4779,12.82
5940,6327,6586,12.56
5941,8981,610,9.23
5942,9014,134,11.86
5943,4405,1132,10.73
5944,3529,541,8.89
5945,8028,5164,2.26
5946,8343,6115,1.36
5947,9005,1879,4.37
5948,1370,630,7.83
5949,7587,5762,4.51
5950,1364,293,27.17
5951,1835,2456,9.56
5952,5727,5882,11.41
5953,3294,863,16.88
5954,7922,1691,1.41
5955,6422,6046,0.37
5956,6458,3837,14.69
5957,4962,2193,7.57
5958,8556,5216,14.48
5959,1518,8469,12.08
5960,7013,6476,0.53
5961,8175,5070,2.23
5962,1339,6728,0.69
5963,8403,9057,17.7
5964,2110,8395,4.46
5965,2603,7909,3.21
5966,1398,5103,6.67
5967,4878,2636,19.84
5968,725,8148,4.77
5969,2449,6896,14.89
5970,4361,2162,9.04
5971,3572,8005,0.1
5972,2514,536,0.46
5973,9489,7349,12.76
5974,8432,9695,6.59
5975,292,4619,3.65
5976,6395,9096,11.03
5977,9162,9475,1.09
5978,1111,2430,0.54
5979,1224,5682,4.64
5980,4379,4168,11.25
5981,6121,4606,11.88
5982,6429,9756,12.35
5983,5965,8131,5.74
5984,6522,6959,4.27
5985,1750,4167,12.02
5986,6713,754,8.34
5987,7305,9144,13.7
5988,4573,3562,7.66
5989,8813,7958,0.79
5990,1146,4565,13.0
5991,4062,2866,8.74
5992,3383,8112,18.15
5993,3043,3236,7.66
5994,6985,8904,2.7
5995,2227,7986,10.26
5996,3526,2043,7.65
5997,7482,2859,0.33
5998,2328,2,16.0
5999,3235,7877,5.83
6000,932,9282,3.99
6001,8909,8200,5.46
6002,5234,5492,3.26
6003,2174,5642,17.08
6004,5653,986,1.33
6005,7994,6638,12.5
6006,9622,6147,4.96
6007,2339,7398,7.12
6008,3657,6879,3.16
6009,789,4165,9.94
6010,2652,2239,4.73
6011,7944,3943,4.11
6012,7910,9521,3.82
6013,6590,1736,10.82
6014,570,4938,1.98
6015,5597,4393,4.86
6016,241,5786,15.19
6017,8612,4243,0.15
6018,4778,9799,13.0
6019,401,7418,7.5
6020,3101,8843,4.12
6021,8170,7579,0.0
6022,2732,4827,5.25
6023,2748,6939,12.34
6024,9311,5185,9.5
6025,1517,5627,14.4
6026,4716,5434,1.74
6027,6053,9352,5.64
6028,5465,1103,2.62
6029,1401,4648,4.5
6030,4285,2866,18.92
6031,8006,1019,1.14
6032,3830,8830,11.24
6033,979,1555,1.75
6034,2874,8280,26.28
6035,4601,4442,6.41
6036,9600,6774,7.27
6037,436,9056,17.74
6038,4901,2115,0.35
6039,3563,2078,7.35
6040,3382,3758,8.59
6041,3420,2546,3.15
6042,4238,5317,10.77
6043,3865,2193,11.14
6044,5537,5629,4.62
6045,738,3222,8.22
6046,2300,958,16.72
6047,6076,4134,2.62
6048,2310,6452,5.3
6049,2691,9087,5.93
6050,4330,698,0.27
6051,6827,4986,27.19
6052,3246,3805,4.11
6053,9825,6358,13.18
6054,9613,9269,1.68
6055,5216,8049,7.01
6056,9293,6253,10.36
6057,1523,8041,8.78
6058,6559,1502,12.93
6059,1414,6251,13.89
6060,9988,227,2.35
6061,1555,7330,5.33
6062,6305,5650,14.78
6063,1633,2466,8.39
6064,1882,2149,7.72
6065,3006,8727,1.44
6066,7223,8907,3.63
6067,3920,837,8.31
6068,4624,5994,4.62
6069,5601,3919,15.19
6070,5343,1893,2.94
6071,4814,5542,7.8
6072,3586,1860,9.08
6073,9257,3603,8.63
6074,2400,3748,11.91
6075,7337,4395,18.0
6076,1253,8654,4.84
6077,7983,9694,6.76
6078,9232,1721,20.54
6079,4158,3392,1.81
6080,2658,9675,17.59
6081,3843,3208,2.03
6082,7015,8480,6.24
6083,7833,4393,1.35
6084,3973,7346,0.72
6085,6463,9159,10.17
6086,3857,6181,23.24
6087,2921,3605,10.18
6088,7783,2683,21.58
6089,780,6281,4.8
6090,4321,2844,6.84
6091,1514,4246,19.85
6092,3358,6145,4.53
6093,4031,6483,8.46
6094,8484,4347,3.52
6095,3584,9783,5.18
6096,3542,6049,15.47
6097,7053,5555,10.48
6098,4974,3043,15.86
6099,402,4338,13.95
6100,5808,5101,27.63
6101,3106,6459,4.45
6102,4580,4958,14.4
6103,3090,2723,2.9
6104,7503,3427,2.65
6105,4757,7915,6.51
6106,8331,3997,17.74
6107,1063,6756,24.38
